customer_id,location,age,registration_date
937,ohio,80,2020-04-24
938,virginia,83,2021-05-30
939,wisconsin,63,2018-11-15
940,california,76,2020-03-06
941,maryland,36,2018-11-26
942,california,52,2019-03-22
943,illinois,36,2018-12-08
944,massachusetts,47,2021-10-17
945,iowa,80,2020-09-10
946,new york,80,2021-07-02
947,pennsylvania,73,2022-05-20
948,florida,78,2018-03-26
949,louisiana,28,2018-10-31
950,washington,51,2019-09-29
951,oregon,25,2018-12-28
952,indiana,52,2019-02-04
953,new mexico,77,2020-06-08
954,california,63,2020-07-01
955,oregon,28,2021-02-05
956,massachusetts,38,2018-09-21
957,washington,25,2021-01-09
958,ohio,63,2020-10-14
959,south carolina,82,2018-03-20
960,new york,57,2019-02-07
961,michigan,74,2018-05-29
962,ohio,44,2021-10-27
963,idaho,22,2018-05-27
964,illinois,40,2020-10-25
965,washington,74,2020-06-29
966,california,31,2020-12-16
967,kentucky,26,2021-04-17
968,idaho,26,2021-05-31
969,virginia,48,2021-03-30
970,california,29,2020-04-05
971,arizona,68,2018-11-24
972,california,26,2018-03-11
973,california,81,2021-01-06
974,ohio,19,2021-05-01
975,washington,25,2021-05-28
976,new york,38,2019-06-18
977,nevada,38,2020-12-30
978,florida,19,2022-06-27
979,new jersey,18,2018-10-09
980,california,84,2022-03-23
981,florida,42,2019-02-04
982,california,24,2021-05-11
983,texas,88,2021-03-31
984,texas,34,2019-07-14
985,alabama,18,2022-03-02
986,massachusetts,42,2019-06-26
987,montana,55,2018-03-18
988,indiana,87,2020-07-14
989,washington,89,2018-04-01
990,california,64,2020-08-01
991,virginia,79,2020-01-14
992,minnesota,43,2018-04-02
993,new york,27,2019-06-30
994,florida,78,2018-04-27
995,new jersey,89,2019-11-13
996,wisconsin,83,2020-09-10
997,wisconsin,50,2021-01-14
998,illinois,50,2018-05-21
999,alabama,66,2019-12-06
1000,wisconsin,59,2020-06-26
1001,georgia,81,2021-12-04
1002,utah,30,2021-07-30
1003,california,75,2020-10-19
1004,california,87,2020-03-29
1005,north dakota,87,2019-03-17
1006,wisconsin,85,2020-05-10
1007,california,40,2020-03-10
1008,texas,87,2022-09-23
1009,texas,65,2020-04-04
1010,louisiana,47,2021-08-25
1011,north carolina,32,2020-08-18
1012,tennessee,59,2022-01-29
1013,michigan,41,2018-07-04
1014,new york,87,2020-10-23
1015,wisconsin,52,2019-09-04
1016,kansas,56,2021-02-16
1017,florida,38,2022-06-08
1018,massachusetts,44,2021-06-14
1019,massachusetts,80,2020-12-07
1020,pennsylvania,41,2020-09-20
1021,tennessee,43,2019-08-24
1022,indiana,84,2021-11-07
1023,new york,49,2022-02-23
1024,florida,35,2018-06-10
1025,new york,42,2020-05-05
1026,oklahoma,24,2020-01-04
1027,new york,71,2018-07-23
1028,ohio,24,2019-01-09
1029,illinois,40,2018-08-25
1030,georgia,51,2019-03-20
1031,florida,22,2020-05-25
1032,virginia,56,2021-03-24
1033,arizona,47,2019-06-24
1034,new jersey,68,2021-05-10
1035,michigan,48,2018-08-12
1036,massachusetts,63,2020-09-26
1037,virginia,78,2019-08-16
1038,alabama,85,2022-01-22
1039,arkansas,51,2020-01-25
1040,idaho,42,2018-10-12
1041,missouri,76,2022-01-27
1042,new hampshire,43,2018-07-12
1043,california,35,2022-01-11
1044,kentucky,73,2021-04-02
1045,new jersey,74,2018-07-18
1046,illinois,30,2023-01-29
1047,iowa,67,2019-03-25
1048,oklahoma,59,2018-11-14
1049,louisiana,60,2019-06-05
1050,kentucky,75,2020-08-30
1051,ohio,55,2021-11-07
1052,utah,26,2019-04-24
1053,indiana,45,2019-04-24
1054,oregon,60,2018-08-11
1055,georgia,62,2021-03-12
1056,louisiana,31,2018-03-31
1057,michigan,44,2020-05-18
1058,georgia,48,2021-05-06
1059,florida,79,2021-04-17
1060,alabama,21,2020-02-17
1061,california,54,2021-05-19
1062,california,86,2020-07-18
1063,california,69,2020-05-27
1064,virginia,24,2018-06-05
1065,texas,46,2020-09-19
1066,new york,27,2020-04-12
1067,colorado,67,2021-08-05
1068,iowa,31,2020-10-25
1069,arizona,71,2019-06-10
1070,new jersey,85,2019-08-05
1071,pennsylvania,82,2019-03-26
1072,michigan,81,2021-07-03
1073,texas,73,2021-05-31
1074,new york,61,2021-11-07
1075,utah,69,2020-11-26
1076,florida,42,2020-10-30
1077,pennsylvania,29,2020-11-07
1078,arizona,78,2020-10-02
1079,kentucky,59,2021-12-15
1080,new york,84,2018-09-21
1081,pennsylvania,79,2021-05-29
1082,tennessee,83,2020-12-20
1083,wisconsin,63,2020-06-23
1084,arizona,50,2018-11-05
1085,idaho,70,2021-10-19
1086,ohio,57,2020-11-03
1087,california,45,2019-10-23
1088,california,40,2022-02-08
1089,illinois,54,2020-09-29
1090,ohio,63,2021-06-20
1091,maine,73,2021-05-25
1092,michigan,87,2020-07-14
1093,california,71,2018-12-21
1094,texas,59,2020-12-05
1095,north carolina,20,2020-05-25
1096,north carolina,29,2020-01-22
1097,new york,41,2021-12-31
1098,wisconsin,24,2020-08-25
1099,michigan,58,2019-09-14
1100,virginia,55,2020-03-14
1101,oregon,71,2021-11-06
1102,montana,32,2019-03-27
1103,kansas,87,2019-06-26
1104,texas,82,2021-01-03
1105,massachusetts,34,2019-07-03
1106,michigan,55,2019-08-26
1107,california,80,2021-08-14
1108,ohio,76,2021-05-25
1109,florida,74,2018-07-17
1110,missouri,68,2020-08-02
1111,michigan,40,2018-12-24
1112,texas,20,2020-05-31
1113,georgia,25,2020-11-24
1114,arizona,51,2018-09-26
1115,florida,48,2022-03-11
1116,maryland,21,2020-10-15
1117,texas,21,2022-02-17
1118,arizona,87,2018-10-23
1119,connecticut,36,2021-11-12
1120,georgia,36,2020-06-08
1121,ohio,21,2019-12-13
1122,california,18,2020-03-08
1123,washington,47,2020-08-20
1124,florida,82,2020-10-29
1125,california,32,2019-03-09
1126,washington,65,2018-06-11
1127,california,70,2020-02-19
1128,illinois,31,2019-12-13
1129,california,22,2019-12-12
1130,georgia,23,2018-09-21
1131,tennessee,76,2019-06-02
1132,new york,34,2019-08-14
1133,florida,72,2021-06-28
1134,texas,49,2019-07-21
1135,texas,19,2018-03-28
1136,maryland,22,2020-11-17
1137,massachusetts,81,2021-09-29
1138,california,19,2018-06-26
1139,new york,61,2020-06-19
1140,maryland,39,2020-12-21
1141,virginia,78,2020-03-11
1142,california,62,2021-07-04
1143,nebraska,73,2020-05-18
1144,tennessee,69,2021-07-17
1145,washington,70,2019-01-02
1146,tennessee,61,2020-11-02
1147,missouri,22,2018-09-20
1148,west virginia,23,2021-05-12
1149,new hampshire,30,2021-01-22
1150,south dakota,73,2020-12-14
1151,georgia,59,2018-06-19
1152,washington,63,2022-01-22
1153,louisiana,54,2018-03-18
1154,north carolina,80,2018-06-16
1155,colorado,39,2021-02-07
1156,california,67,2021-02-27
1157,texas,37,2022-04-16
1158,washington,62,2021-08-12
1159,ohio,50,2019-01-10
1160,california,65,2019-06-30
1161,kansas,56,2020-09-06
1162,alabama,36,2020-03-22
1163,utah,37,2020-04-12
1164,florida,51,2019-11-26
1165,massachusetts,57,2021-03-06
1166,virginia,39,2019-03-13
1167,florida,54,2021-04-26
1168,new jersey,76,2020-08-20
1169,illinois,50,2021-04-22
1170,new mexico,60,2019-05-26
1171,california,85,2019-06-23
1172,california,81,2018-07-13
1173,washington,53,2022-03-23
1174,pennsylvania,52,2019-11-28
1175,pennsylvania,30,2021-05-28
1176,new york,62,2023-02-08
1177,texas,25,2020-09-21
1178,north carolina,65,2020-03-07
1179,colorado,26,2020-09-18
1180,indiana,47,2020-10-02
1181,massachusetts,65,2019-10-26
1182,arizona,21,2019-01-08
1183,wisconsin,73,2018-04-20
1184,california,55,2018-11-24
1185,wisconsin,51,2019-02-09
1186,new jersey,55,2019-06-24
1187,maryland,23,2019-11-09
1188,kansas,31,2019-12-07
1189,minnesota,33,2019-03-09
1190,indiana,24,2020-12-31
1191,idaho,79,2021-09-21
1192,north carolina,31,2018-05-29
1193,alabama,82,2021-08-10
1194,michigan,85,2020-10-01
1195,wisconsin,46,2022-08-07
1196,california,49,2020-10-10
1197,arizona,38,2022-06-27
1198,new york,47,2021-07-19
1199,illinois,68,2020-04-26
1200,ohio,59,2018-08-23
1201,new jersey,35,2020-06-07
1202,minnesota,74,2021-02-02
1203,california,20,2020-08-24
1204,florida,30,2021-09-07
1205,pennsylvania,19,2019-02-22
1206,washington,76,2020-01-01
1207,arkansas,18,2018-03-25
1208,indiana,82,2020-05-03
1209,texas,81,2021-12-23
1210,oklahoma,47,2021-08-03
1211,california,73,2020-08-06
1212,michigan,75,2019-02-10
1213,california,88,2021-11-18
1214,texas,89,2020-09-10
1215,illinois,76,2021-08-08
1216,oregon,76,2020-08-05
1217,maryland,62,2019-09-11
1218,michigan,74,2021-10-21
1219,mississippi,44,2021-10-27
1220,california,18,2021-07-28
1221,california,81,2020-03-08
1222,south carolina,74,2020-11-20
1223,california,21,2019-03-31
1224,kansas,18,2018-05-09
1225,california,83,2020-12-29
1226,california,24,2018-08-22
1227,pennsylvania,33,2020-12-11
1228,missouri,40,2021-12-08
1229,florida,70,2020-10-17
1230,new york,38,2018-09-30
1231,indiana,42,2021-09-28
1232,georgia,52,2021-10-12
1233,texas,62,2018-12-23
1234,montana,62,2020-02-16
1235,north dakota,85,2018-09-19
1236,hawaii,89,2019-01-08
1237,florida,53,2020-05-21
1238,alabama,44,2022-07-06
1239,texas,49,2020-04-03
1240,nebraska,48,2020-11-12
1241,california,21,2020-04-11
1242,new york,55,2020-06-02
1243,ohio,35,2020-11-25
1244,ohio,56,2019-08-23
1245,minnesota,64,2019-01-07
1246,florida,74,2022-02-19
1247,new york,75,2019-12-21
1248,oregon,47,2020-07-23
1249,south dakota,50,2020-12-20
1250,florida,77,2022-05-09
1251,north carolina,21,2021-02-01
1252,ohio,27,2018-12-02
1253,florida,77,2018-11-12
1254,texas,34,2018-08-25
1255,louisiana,71,2021-06-27
1256,arkansas,26,2018-03-20
1257,california,48,2020-10-15
1258,california,36,2020-06-14
1259,illinois,87,2022-06-23
1260,kentucky,61,2018-05-10
1261,ohio,45,2020-05-11
1262,florida,47,2019-01-17
1263,mississippi,30,2018-12-13
1264,illinois,45,2019-02-04
1265,new york,18,2020-12-07
1266,pennsylvania,55,2020-08-10
1267,michigan,74,2020-11-01
1268,wisconsin,61,2021-06-22
1269,florida,76,2021-05-15
1270,wisconsin,29,2018-11-06
1271,ohio,54,2021-04-03
1272,california,53,2020-06-30
1273,minnesota,89,2018-07-20
1274,louisiana,71,2019-10-17
1275,maine,37,2019-10-28
1276,oklahoma,25,2020-08-24
1277,montana,33,2019-09-06
1278,florida,79,2019-07-29
1279,california,83,2021-01-08
1280,tennessee,84,2021-08-20
1281,illinois,43,2020-01-25
1282,new jersey,38,2019-10-02
1283,mississippi,35,2020-06-12
1284,new jersey,86,2020-10-07
1285,alabama,30,2021-05-02
1286,massachusetts,65,2020-05-30
1287,louisiana,74,2020-06-10
1288,louisiana,76,2018-06-21
1289,texas,86,2020-12-15
1290,tennessee,75,2020-05-08
1291,california,76,2020-07-20
1292,georgia,29,2018-09-24
1293,california,19,2019-02-14
1294,illinois,87,2019-02-27
1295,south carolina,84,2020-06-04
1296,indiana,30,2018-08-27
1297,virginia,57,2021-11-01
1298,illinois,20,2018-07-15
1299,texas,48,2018-05-26
1300,texas,33,2018-11-08
1301,ohio,34,2019-07-30
1302,alabama,60,2020-07-04
1303,washington,81,2018-09-20
1304,nevada,89,2019-06-26
1305,ohio,80,2020-02-20
1306,georgia,66,2020-11-06
1307,new york,24,2021-04-16
1308,new york,69,2018-04-11
1309,california,76,2021-04-20
1310,michigan,40,2021-12-27
1311,texas,52,2021-01-06
1312,texas,21,2020-03-13
1313,washington,63,2021-12-13
1314,oklahoma,20,2019-05-22
1315,minnesota,75,2019-07-07
1316,new hampshire,40,2018-12-18
1317,california,19,2021-05-10
1318,california,89,2020-06-06
1319,wisconsin,77,2020-07-11
1320,florida,46,2021-01-08
1321,maryland,71,2019-07-26
1322,new york,72,2020-05-24
1323,california,85,2019-08-02
1324,west virginia,63,2018-09-21
1325,massachusetts,69,2019-10-28
1326,alaska,64,2018-06-17
1327,georgia,83,2020-02-18
1328,massachusetts,59,2020-03-09
1329,michigan,85,2018-07-07
1330,florida,37,2019-04-08
1331,ohio,29,2022-01-29
1332,massachusetts,78,2020-05-12
1333,maryland,55,2022-08-21
1334,texas,44,2019-09-03
1335,california,61,2020-04-25
1336,massachusetts,58,2018-05-14
1337,ohio,18,2020-07-18
1338,indiana,43,2020-02-09
1339,florida,26,2020-10-11
1340,pennsylvania,49,2020-06-26
1341,pennsylvania,87,2019-02-24
1342,california,53,2019-06-07
1343,maryland,21,2020-11-01
1344,california,53,2018-11-29
1345,washington,22,2021-06-04
1346,texas,43,2019-11-17
1347,utah,19,2020-03-21
1348,colorado,44,2018-08-18
1349,california,28,2020-07-21
1350,georgia,47,2020-03-21
1351,wisconsin,77,2018-03-24
1352,california,78,2022-10-26
1353,california,80,2019-09-14
1354,california,72,2022-04-24
1355,oregon,19,2019-10-30
1356,georgia,58,2020-06-02
1357,texas,83,2018-08-18
1358,california,72,2019-05-19
1359,indiana,22,2018-05-05
1360,new york,18,2021-03-22
1361,maryland,56,2018-09-21
1362,michigan,50,2020-05-26
1363,texas,84,2019-12-24
1364,north carolina,29,2019-08-28
1365,ohio,28,2021-02-08
1366,virginia,70,2018-03-20
1367,new york,33,2019-02-09
1368,california,71,2022-05-08
1369,new york,66,2019-01-06
1370,indiana,60,2020-10-26
1371,maryland,35,2021-02-16
1372,kentucky,29,2021-06-16
1373,north carolina,46,2020-08-05
1374,north carolina,33,2020-01-01
1375,california,46,2019-12-21
1376,tennessee,85,2021-03-06
1377,texas,39,2020-10-30
1378,pennsylvania,36,2018-08-06
1379,tennessee,70,2019-06-08
1380,illinois,62,2021-03-01
1381,new jersey,73,2020-04-23
1382,maryland,48,2021-10-02
1383,ohio,69,2020-11-13
1384,nevada,58,2022-09-05
1385,alabama,67,2020-09-15
1386,texas,26,2021-10-27
1387,oklahoma,34,2020-03-28
1388,wisconsin,20,2019-07-18
1389,california,72,2020-07-26
1390,oklahoma,21,2019-04-15
1391,kentucky,59,2020-09-05
1392,florida,60,2020-06-24
1393,texas,71,2022-05-09
1394,nebraska,50,2020-03-28
1395,rhode island,59,2019-06-19
1396,colorado,87,2021-05-15
1397,new york,72,2019-01-21
1398,montana,76,2019-07-11
1399,virginia,58,2021-02-01
1400,michigan,38,2020-11-28
1401,california,49,2019-06-05
1402,california,58,2018-04-08
1403,ohio,67,2021-07-18
1404,new hampshire,56,2019-10-29
1405,missouri,18,2018-07-17
1406,tennessee,26,2020-05-20
1407,arkansas,70,2021-10-24
1408,new jersey,31,2020-08-16
1409,north carolina,58,2023-01-18
1410,california,21,2021-03-20
1411,new york,66,2020-01-01
1412,missouri,20,2019-07-08
1413,new york,27,2019-02-21
1414,minnesota,20,2021-07-15
1415,oregon,84,2018-12-30
1416,louisiana,47,2019-11-04
1417,south carolina,40,2019-05-04
1418,texas,46,2021-11-27
1419,wisconsin,27,2022-11-28
1420,wisconsin,66,2021-04-15
1421,missouri,61,2021-06-13
1422,arkansas,72,2019-02-05
1423,texas,36,2021-11-26
1424,new york,61,2022-01-09
1425,oklahoma,78,2020-11-06
1426,california,38,2020-12-09
1427,new york,58,2020-10-25
1428,new york,67,2020-02-15
1429,california,68,2020-08-10
1430,florida,59,2018-05-08
1431,florida,23,2020-10-19
1432,oregon,69,2021-03-11
1433,north carolina,62,2020-08-12
1434,new jersey,31,2020-12-25
1435,texas,85,2020-05-16
1436,california,55,2019-11-12
1437,maryland,49,2020-07-21
1438,florida,58,2021-11-24
1439,wisconsin,70,2021-04-12
1440,pennsylvania,74,2020-11-28
1441,virginia,74,2018-04-21
1442,new york,54,2020-01-31
1443,indiana,84,2019-11-05
1444,texas,33,2022-10-16
1445,pennsylvania,79,2021-01-06
1446,california,76,2019-01-29
1447,utah,40,2020-12-15
1448,california,55,2019-07-09
1449,new jersey,68,2020-07-27
1450,georgia,66,2021-10-24
1451,ohio,54,2021-08-23
1452,massachusetts,81,2019-12-28
1453,texas,78,2022-11-06
1454,georgia,58,2021-05-16
1455,virginia,33,2019-07-01
1456,texas,29,2020-12-01
1457,oregon,66,2021-07-01
1458,wisconsin,43,2020-07-24
1459,virginia,44,2021-05-02
1460,georgia,50,2019-01-02
1461,north carolina,84,2019-05-12
1462,texas,43,2018-07-11
1463,ohio,63,2019-11-15
1464,arizona,82,2021-08-07
1465,connecticut,88,2021-08-13
1466,california,70,2020-09-11
1467,north carolina,20,2019-01-25
1468,pennsylvania,23,2022-07-09
1469,california,58,2021-02-16
1470,michigan,30,2018-03-07
1471,massachusetts,38,2020-10-07
1472,virginia,34,2020-07-26
1473,tennessee,53,2021-08-18
1474,illinois,25,2020-01-19
1475,texas,58,2021-09-29
1476,texas,27,2020-09-05
1477,new york,40,2019-08-04
1478,north carolina,43,2019-10-02
1479,louisiana,77,2020-04-29
1480,new york,33,2019-08-29
1481,new york,45,2020-06-26
1482,new jersey,23,2021-01-02
1483,ohio,69,2020-06-12
1484,texas,74,2020-12-26
1485,arizona,37,2020-03-18
1486,texas,49,2018-04-15
1487,georgia,19,2018-09-10
1488,louisiana,54,2018-10-30
1489,kansas,27,2019-10-11
1490,indiana,60,2018-04-11
1491,washington,75,2018-07-25
1492,pennsylvania,80,2021-10-25
1493,tennessee,22,2021-08-10
1494,texas,70,2019-01-15
1495,ohio,80,2021-10-20
1496,california,27,2020-03-01
1497,kentucky,62,2020-12-01
1498,texas,45,2019-07-09
1499,wisconsin,25,2018-09-27
1500,delaware,66,2020-06-26
