purchase_id,purchase_type
ed50bf87,Renewal
ed5f83ee,Upgrade
ed67bcad,New
ed70c365,Upgrade
ed741d15,New
ed7b620e,New
ed92c65f,New
ed945b0e,New
eda10289,New
eda108ed,Upgrade
eda30826,New
edc5d06c,Renewal
ee1843a6,New
ee1ae614,New
ee2c23f5,Renewal
ee70650c,New
ee8be887,New
ee9786bc,Upgrade
eec37973,New
eee4a6c3,New
eef2219f,Renewal
ef616a32,Upgrade
ef6c64af,Upgrade
efd76fa0,Renewal
f0148672,Upgrade
f03a6820,Upgrade
f091a194,Upgrade
f0942d05,Upgrade
f0a433ff,New
f0b17d95,Upgrade
f0d6bd4a,Upgrade
f0f76a32,Renewal
f10b989f,Renewal
f10c7632,New
f11274be,Upgrade
f1207841,Upgrade
f14967f8,New
f167f316,New
f194e651,New
f1cf9f8a,Upgrade
f1d40a79,New
f1ead6b5,Renewal
f2179708,New
f27989b1,Upgrade
f2895356,Upgrade
f2dbc9cc,Upgrade
f3394ba2,Renewal
f3434fa2,Renewal
f39c613a,New
f3a36b8a,Upgrade
f3c0a8f6,New
f3f6a30c,Upgrade
f3ff25ce,Upgrade
f4130d34,New
f41ef219,Upgrade
f4305d49,Upgrade
f4851a84,Renewal
f49aa0c7,Renewal
f4b013cb,Upgrade
f4c0e4cb,New
f4c5308a,Upgrade
f4c62131,New
f50acaed,Upgrade
f50b78bc,New
f535d88e,Renewal
f53dff10,Renewal
f551aca2,New
f58acb5d,New
f5924da9,New
f597df6f,Upgrade
f5fe3c04,New
f617cd58,New
f64e772e,New
f6541d45,Renewal
f65ef965,Upgrade
f694196c,Upgrade
f6b327fb,Upgrade
f6d01a0c,Upgrade
f6d37eef,New
f6e97816,New
f7100e9b,New
f75e27d0,Upgrade
f7bf0745,Renewal
f80481d0,Upgrade
f807bb7c,Upgrade
f84d8d5d,Renewal
f8542d2c,New
f88931e6,New
f88f8fa8,New
f8c25c7e,Upgrade
f9422767,Upgrade
f95b1ed8,New
f99d6e51,Upgrade
f9b13a4d,New
f9cb55ed,Renewal
fa1ee8cf,New
fa411e01,Renewal
fa6e5843,Upgrade
fa8dfcc9,New
faa1dd4e,Upgrade
fac28839,New
fac3cd73,New
fac658ad,Upgrade
fac80964,Upgrade
fb5490d4,New
fc001ff0,New
fc248f49,New
fc2ea88e,New
fc4e7c18,Renewal
fc563e15,Upgrade
fc7e5841,New
fcc70dbc,New
fd855f4e,New
fd85987a,New
fdca7d22,New
fe0c30f6,Renewal
fe1387a8,New
fe3d15c0,New
fe5ef1ec,Upgrade
fe7c53ce,Upgrade
fe868c7e,Upgrade
fec0da36,Upgrade
fef96640,Upgrade
ff06d085,Upgrade
ff20d047,Renewal
ff80f473,Upgrade
ffabca32,New
ffd8d213,Renewal
ffdd21df,New
ffee100f,Renewal
fffd147f,Upgrade
